ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
GAL,"Galena, AK",NUL,"Nulato, AK"
GAL,"Galena, AK",FAI,"Fairbanks, AK"
GAL,"Galena, AK",ILI,"Iliamna, AK"
GAM,"Gambell, AK",OME,"Nome, AK"
GAM,"Gambell, AK",OME,"Nome, AK"
GAM,"Gambell, AK",SVA,"Savoonga, AK"
GAM,"Gambell, AK",OME,"Nome, AK"
GAM,"Gambell, AK",SVA,"Savoonga, AK"
GAM,"Gambell, AK",OME,"Nome, AK"
GAM,"Gambell, AK",OME,"Nome, AK"
GAM,"Gambell, AK",OME,"Nome, AK"
GBH,"Galbraith Lake, AK",SCC,"Deadhorse, AK"
GBH,"Galbraith Lake, AK",PPC,"Prospect Creek, AK"
GBH,"Galbraith Lake, AK",FAI,"Fairbanks, AK"
GBH,"Galbraith Lake, AK",SCC,"Deadhorse, AK"
GBH,"Galbraith Lake, AK",BRW,"Barrow, AK"
GBH,"Galbraith Lake, AK",FAI,"Fairbanks, AK"
GBR,"Great Barrington, MA",HPN,"White Plains, NY"
GBR,"Great Barrington, MA",ACK,"Nantucket, MA"
GCC,"Gillette, WY",COS,"Colorado Springs, CO"
GCC,"Gillette, WY",GJT,"Grand Junction, CO"
GCC,"Gillette, WY",DEN,"Denver, CO"
GCK,"Garden City, KS",DFW,"Dallas/Fort Worth, TX"
GCK,"Garden City, KS",DFW,"Dallas/Fort Worth, TX"
GCK,"Garden City, KS",IFP,"Bullhead City, AZ"
GCK,"Garden City, KS",ICT,"Wichita, KS"
GCK,"Garden City, KS",ACT,"Waco, TX"
GCK,"Garden City, KS",TRI,"Bristol/Johnson City/Kingsport, TN"
GCN,"Grand Canyon, AZ",BLD,"Boulder City, NV"
GCN,"Grand Canyon, AZ",GCN,"Grand Canyon, AZ"
GCN,"Grand Canyon, AZ",DQS,"Whitmore, AZ"
GCN,"Grand Canyon, AZ",BLD,"Boulder City, NV"
GCN,"Grand Canyon, AZ",GCN,"Grand Canyon, AZ"
GDV,"Glendive, MT",BIL,"Billings, MT"
GED,"Georgetown, DE",FRG,"East Farmingdale, NY"
GED,"Georgetown, DE",FOK,"Westhampton, NY"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",SAN,"San Diego, CA"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",LAX,"Los Angeles, CA"
GEG,"Spokane, WA",SAN,"San Diego, CA"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",BOI,"Boise, ID"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",PDX,"Portland, OR"
GEG,"Spokane, WA",LAX,"Los Angeles, CA"
GEG,"Spokane, WA",SJC,"San Jose, CA"
GEG,"Spokane, WA",SFO,"San Francisco, CA"
GEG,"Spokane, WA",BOI,"Boise, ID"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",PDX,"Portland, OR"
GEG,"Spokane, WA",MSO,"Missoula, MT"
GEG,"Spokane, WA",ORD,"Chicago, IL"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",SLC,"Salt Lake City, UT"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",PDX,"Portland, OR"
GEG,"Spokane, WA",LAX,"Los Angeles, CA"
GEG,"Spokane, WA",SFO,"San Francisco, CA"
GEG,"Spokane, WA",FAT,"Fresno, CA"
GEG,"Spokane, WA",SFO,"San Francisco, CA"
GEG,"Spokane, WA",SLC,"Salt Lake City, UT"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",ATL,"Atlanta, GA"
GEG,"Spokane, WA",SLC,"Salt Lake City, UT"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",ATL,"Atlanta, GA"
GEG,"Spokane, WA",MSP,"Minneapolis, MN"
GEG,"Spokane, WA",ATL,"Atlanta, GA"
GEG,"Spokane, WA",MSP,"Minneapolis, MN"
GEG,"Spokane, WA",ATL,"Atlanta, GA"
GEG,"Spokane, WA",BZN,"Bozeman, MT"
GEG,"Spokane, WA",LAS,"Las Vegas, NV"
GEG,"Spokane, WA",SNA,"Santa Ana, CA"
GEG,"Spokane, WA",SNA,"Santa Ana, CA"
GEG,"Spokane, WA",ORD,"Chicago, IL"
GEG,"Spokane, WA",DFW,"Dallas/Fort Worth, TX"
GEG,"Spokane, WA",ORD,"Chicago, IL"
GEG,"Spokane, WA",CLT,"Charlotte, NC"
GEG,"Spokane, WA",DFW,"Dallas/Fort Worth, TX"
GEG,"Spokane, WA",PHX,"Phoenix, AZ"
GEG,"Spokane, WA",DFW,"Dallas/Fort Worth, TX"
GEG,"Spokane, WA",PHX,"Phoenix, AZ"
GEG,"Spokane, WA",MEM,"Memphis, TN"
GEG,"Spokane, WA",MCI,"Kansas City, MO"
GEG,"Spokane, WA",YKM,"Yakima, WA"
GEG,"Spokane, WA",LWS,"Lewiston, ID"
GEG,"Spokane, WA",PSC,"Pasco/Kennewick/Richland, WA"
GEG,"Spokane, WA",EAT,"Wenatchee, WA"
GEG,"Spokane, WA",LGD,"La Grande, OR"
GEG,"Spokane, WA",PDT,"Pendleton, OR"
GEG,"Spokane, WA",SEA,"Seattle, WA"
GEG,"Spokane, WA",MEM,"Memphis, TN"
GEG,"Spokane, WA",IND,"Indianapolis, IN"
GEG,"Spokane, WA",YKM,"Yakima, WA"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",LAS,"Las Vegas, NV"
GEG,"Spokane, WA",SJC,"San Jose, CA"
GEG,"Spokane, WA",PHX,"Phoenix, AZ"
GEG,"Spokane, WA",ONT,"Ontario, CA"
GEG,"Spokane, WA",SMF,"Sacramento, CA"
GEG,"Spokane, WA",OGD,"Ogden, UT"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",SLC,"Salt Lake City, UT"
GEG,"Spokane, WA",LAS,"Las Vegas, NV"
GEG,"Spokane, WA",OAK,"Oakland, CA"
GEG,"Spokane, WA",SJC,"San Jose, CA"
GEG,"Spokane, WA",PHX,"Phoenix, AZ"
GEG,"Spokane, WA",MDW,"Chicago, IL"
GEG,"Spokane, WA",SNA,"Santa Ana, CA"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",LAS,"Las Vegas, NV"
GEG,"Spokane, WA",PHX,"Phoenix, AZ"
GEG,"Spokane, WA",PDX,"Portland, OR"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",LAS,"Las Vegas, NV"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",LAS,"Las Vegas, NV"
GEG,"Spokane, WA",LGB,"Long Beach, CA"
GEG,"Spokane, WA",ONT,"Ontario, CA"
GEG,"Spokane, WA",SDF,"Louisville, KY"
GEG,"Spokane, WA",BOI,"Boise, ID"
GEG,"Spokane, WA",ONT,"Ontario, CA"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",SLC,"Salt Lake City, UT"
GEG,"Spokane, WA",OAK,"Oakland, CA"
GEG,"Spokane, WA",RNO,"Reno, NV"
GEG,"Spokane, WA",PDX,"Portland, OR"
GEG,"Spokane, WA",SDF,"Louisville, KY"
GEG,"Spokane, WA",IAH,"Houston, TX"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",DEN,"Denver, CO"
GEG,"Spokane, WA",SLC,"Salt Lake City, UT"
GEG,"Spokane, WA",MSO,"Missoula, MT"
GEG,"Spokane, WA",YKM,"Yakima, WA"
GEG,"Spokane, WA",LWS,"Lewiston, ID"
GEG,"Spokane, WA",PSC,"Pasco/Kennewick/Richland, WA"
GEG,"Spokane, WA",EAT,"Wenatchee, WA"
GEG,"Spokane, WA",LGD,"La Grande, OR"
GEG,"Spokane, WA",PDT,"Pendleton, OR"
GEG,"Spokane, WA",YKM,"Yakima, WA"
GFK,"Grand Forks, ND",LAS,"Las Vegas, NV"
GFK,"Grand Forks, ND",MSP,"Minneapolis, MN"
GFK,"Grand Forks, ND",MSP,"Minneapolis, MN"
GFK,"Grand Forks, ND",MSP,"Minneapolis, MN"
GFK,"Grand Forks, ND",MSP,"Minneapolis, MN"
GFK,"Grand Forks, ND",FAR,"Fargo, ND"
GFL,"Glens Falls, NY",HTO,"East Hampton, NY"
GFL,"Glens Falls, NY",TEB,"Teterboro, NJ"
GGG,"Longview, TX",BTR,"Baton Rouge, LA"
GGG,"Longview, TX",DFW,"Dallas/Fort Worth, TX"
GGG,"Longview, TX",DFW,"Dallas/Fort Worth, TX"
GGG,"Longview, TX",IFP,"Bullhead City, AZ"
GGG,"Longview, TX",DFW,"Dallas/Fort Worth, TX"
GGW,"Glasgow, MT",GTF,"Great Falls, MT"
GGW,"Glasgow, MT",BIL,"Billings, MT"
GGW,"Glasgow, MT",FOK,"Westhampton, NY"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",SLC,"Salt Lake City, UT"
GJT,"Grand Junction, CO",DRO,"Durango, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",SLC,"Salt Lake City, UT"
GJT,"Grand Junction, CO",FSD,"Sioux Falls, SD"
GJT,"Grand Junction, CO",SLC,"Salt Lake City, UT"
GJT,"Grand Junction, CO",LAX,"Los Angeles, CA"
GJT,"Grand Junction, CO",ASE,"Aspen, CO"
GJT,"Grand Junction, CO",LAS,"Las Vegas, NV"
GJT,"Grand Junction, CO",SNA,"Santa Ana, CA"
GJT,"Grand Junction, CO",LAS,"Las Vegas, NV"
GJT,"Grand Junction, CO",SNA,"Santa Ana, CA"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",SLC,"Salt Lake City, UT"
GJT,"Grand Junction, CO",ACT,"Waco, TX"
GJT,"Grand Junction, CO",DFW,"Dallas/Fort Worth, TX"
GJT,"Grand Junction, CO",PHX,"Phoenix, AZ"
GJT,"Grand Junction, CO",MEM,"Memphis, TN"
GJT,"Grand Junction, CO",COS,"Colorado Springs, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",DEN,"Denver, CO"
GJT,"Grand Junction, CO",BUR,"Burbank, CA"
GJT,"Grand Junction, CO",MSP,"Minneapolis, MN"
GKN,"Gulkana, AK",MYK,"May Creek, AK"
GKN,"Gulkana, AK",ANC,"Anchorage, AK"
GKN,"Gulkana, AK",MXY,"McCarthy, AK"
GLH,"Greenville, MS",DFW,"Dallas/Fort Worth, TX"
GLH,"Greenville, MS",BNA,"Nashville, TN"
GLR,"Gaylord, MI",TN8,"Nashville, TN"
GLR,"Gaylord, MI",LUK,"Cincinnati, OH"
GLV,"Golovin, AK",OME,"Nome, AK"
GLV,"Golovin, AK",WBB,"Stebbins, AK"
GLV,"Golovin, AK",UNK,"Unalakleet, AK"
GLV,"Golovin, AK",KKA,"Koyuk, AK"
GLV,"Golovin, AK",WMO,"White Mountain, AK"
GLV,"Golovin, AK",ELI,"Elim, AK"
GLV,"Golovin, AK",SKK,"Shaktoolik, AK"
GLV,"Golovin, AK",ELI,"Elim, AK"
GLV,"Golovin, AK",OME,"Nome, AK"
GLV,"Golovin, AK",SMK,"St. Michael, AK"
GLV,"Golovin, AK",OME,"Nome, AK"
GLV,"Golovin, AK",OTZ,"Kotzebue, AK"
GLV,"Golovin, AK",SKK,"Shaktoolik, AK"
GLV,"Golovin, AK",ELI,"Elim, AK"
GLV,"Golovin, AK",OME,"Nome, AK"
GLV,"Golovin, AK",WMO,"White Mountain, AK"
GLV,"Golovin, AK",UNK,"Unalakleet, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",KWN,"Quinhagak, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",EEK,"Eek, AK"
GNU,"Goodnews Bay, AK",PTU,"Platinum, AK"
GNU,"Goodnews Bay, AK",KWN,"Quinhagak, AK"
GNU,"Goodnews Bay, AK",WNA,"Napakiak, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",PTU,"Platinum, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",BET,"Bethel, AK"
GNU,"Goodnews Bay, AK",KMO,"Manokotak, AK"
GNU,"Goodnews Bay, AK",TOG,"Togiak, AK"
GNV,"Gainesville, FL",ATL,"Atlanta, GA"
GNV,"Gainesville, FL",CHA,"Chattanooga, TN"
GNV,"Gainesville, FL",ATL,"Atlanta, GA"
GNV,"Gainesville, FL",DFW,"Dallas/Fort Worth, TX"
GNV,"Gainesville, FL",AUS,"Austin, TX"
GNV,"Gainesville, FL",SHV,"Shreveport, LA"
GNV,"Gainesville, FL",CLT,"Charlotte, NC"
GNV,"Gainesville, FL",CLT,"Charlotte, NC"
GNV,"Gainesville, FL",JAX,"Jacksonville, FL"
GNV,"Gainesville, FL",ACY,"Atlantic City, NJ"
GNV,"Gainesville, FL",APF,"Naples, FL"
GON,"New London/Groton, CT",IAD,"Washington, DC"
GON,"New London/Groton, CT",ACY,"Atlantic City, NJ"
GON,"New London/Groton, CT",RKD,"Rockland, ME"
GON,"New London/Groton, CT",MVY,"Martha's Vineyard, MA"
GON,"New London/Groton, CT",CMH,"Columbus, OH"
GPT,"Gulfport/Biloxi, MS",ATL,"Atlanta, GA"
GPT,"Gulfport/Biloxi, MS",CLT,"Charlotte, NC"
GPT,"Gulfport/Biloxi, MS",CLT,"Charlotte, NC"
GPT,"Gulfport/Biloxi, MS",ATL,"Atlanta, GA"
GPT,"Gulfport/Biloxi, MS",SFB,"Sanford, FL"
GPT,"Gulfport/Biloxi, MS",SFB,"Sanford, FL"
GPT,"Gulfport/Biloxi, MS",DFW,"Dallas/Fort Worth, TX"
GPT,"Gulfport/Biloxi, MS",DTW,"Detroit, MI"
GPT,"Gulfport/Biloxi, MS",TYS,"Knoxville, TN"
GPT,"Gulfport/Biloxi, MS",CMH,"Columbus, OH"
GPT,"Gulfport/Biloxi, MS",CAE,"Columbia, SC"
GPT,"Gulfport/Biloxi, MS",GSO,"Greensboro/High Point, NC"
GPT,"Gulfport/Biloxi, MS",AVL,"Asheville, NC"
GPT,"Gulfport/Biloxi, MS",ABE,"Allentown/Bethlehem/Easton, PA"
GPT,"Gulfport/Biloxi, MS",CAK,"Akron, OH"
GPT,"Gulfport/Biloxi, MS",LBE,"Latrobe, PA"
GPT,"Gulfport/Biloxi, MS",CLT,"Charlotte, NC"
GPT,"Gulfport/Biloxi, MS",PGV,"Greenville, NC"
GPT,"Gulfport/Biloxi, MS",FAY,"Fayetteville, NC"
GPT,"Gulfport/Biloxi, MS",MEM,"Memphis, TN"
GPT,"Gulfport/Biloxi, MS",IND,"Indianapolis, IN"
GPT,"Gulfport/Biloxi, MS",PIE,"St. Petersburg, FL"
GPT,"Gulfport/Biloxi, MS",RSW,"Fort Myers, FL"
GPT,"Gulfport/Biloxi, MS",CHS,"Charleston, SC"
GPT,"Gulfport/Biloxi, MS",RIC,"Richmond, VA"
GPT,"Gulfport/Biloxi, MS",CHA,"Chattanooga, TN"
GPT,"Gulfport/Biloxi, MS",IAH,"Houston, TX"
GPT,"Gulfport/Biloxi, MS",MOB,"Mobile, AL"
GPT,"Gulfport/Biloxi, MS",CLE,"Cleveland, OH"
GPT,"Gulfport/Biloxi, MS",DTW,"Detroit, MI"
GPT,"Gulfport/Biloxi, MS",CMH,"Columbus, OH"
GPT,"Gulfport/Biloxi, MS",GSO,"Greensboro/High Point, NC"
GPT,"Gulfport/Biloxi, MS",JAX,"Jacksonville, FL"
GPT,"Gulfport/Biloxi, MS",BWI,"Baltimore, MD"
GPT,"Gulfport/Biloxi, MS",GSP,"Greer, SC"
GPT,"Gulfport/Biloxi, MS",FNT,"Flint, MI"
GPT,"Gulfport/Biloxi, MS",MSP,"Minneapolis, MN"
GPT,"Gulfport/Biloxi, MS",MAF,"Midland/Odessa, TX"
GPT,"Gulfport/Biloxi, MS",MKE,"Milwaukee, WI"
GPT,"Gulfport/Biloxi, MS",AGS,"Augusta, GA"
GPT,"Gulfport/Biloxi, MS",MYR,"Myrtle Beach, SC"
GPT,"Gulfport/Biloxi, MS",DBQ,"Dubuque, IA"
GPT,"Gulfport/Biloxi, MS",SFB,"Sanford, FL"
GPT,"Gulfport/Biloxi, MS",MEM,"Memphis, TN"
GPT,"Gulfport/Biloxi, MS",IND,"Indianapolis, IN"
GPT,"Gulfport/Biloxi, MS",RDU,"Raleigh/Durham, NC"
GPT,"Gulfport/Biloxi, MS",ROA,"Roanoke, VA"
GPT,"Gulfport/Biloxi, MS",DFW,"Dallas/Fort Worth, TX"
GPT,"Gulfport/Biloxi, MS",BNA,"Nashville, TN"
GPT,"Gulfport/Biloxi, MS",PIE,"St. Petersburg, FL"
GPT,"Gulfport/Biloxi, MS",DAB,"Daytona Beach, FL"
GPT,"Gulfport/Biloxi, MS",AUS,"Austin, TX"
GPT,"Gulfport/Biloxi, MS",MDW,"Chicago, IL"
GPT,"Gulfport/Biloxi, MS",MCI,"Kansas City, MO"
GPT,"Gulfport/Biloxi, MS",RSW,"Fort Myers, FL"
GPT,"Gulfport/Biloxi, MS",PBI,"West Palm Beach/Palm Beach, FL"
GPT,"Gulfport/Biloxi, MS",RIC,"Richmond, VA"
GPT,"Gulfport/Biloxi, MS",OKC,"Oklahoma City, OK"
GPT,"Gulfport/Biloxi, MS",MLB,"Melbourne, FL"
GPT,"Gulfport/Biloxi, MS",LIT,"Little Rock, AR"
GPT,"Gulfport/Biloxi, MS",BMI,"Bloomington/Normal, IL"
GPT,"Gulfport/Biloxi, MS",CRP,"Corpus Christi, TX"
GPT,"Gulfport/Biloxi, MS",HSV,"Huntsville, AL"
GRB,"Green Bay, WI",ATL,"Atlanta, GA"
GRB,"Green Bay, WI",DTW,"Detroit, MI"
GRB,"Green Bay, WI",MSP,"Minneapolis, MN"
GRB,"Green Bay, WI",ORD,"Chicago, IL"
GRB,"Green Bay, WI",ATL,"Atlanta, GA"
GRB,"Green Bay, WI",ORD,"Chicago, IL"
GRB,"Green Bay, WI",ORD,"Chicago, IL"
GRB,"Green Bay, WI",ORD,"Chicago, IL"
GRB,"Green Bay, WI",OMA,"Omaha, NE"
GRB,"Green Bay, WI",RNO,"Reno, NV"
GRB,"Green Bay, WI",MDW,"Chicago, IL"
GRB,"Green Bay, WI",DEN,"Denver, CO"
GRB,"Green Bay, WI",DEN,"Denver, CO"
GRB,"Green Bay, WI",DEN,"Denver, CO"
GRB,"Green Bay, WI",ORD,"Chicago, IL"
GRB,"Green Bay, WI",ORD,"Chicago, IL"
GRI,"Grand Island, NE",LAS,"Las Vegas, NV"
GRI,"Grand Island, NE",AZA,"Phoenix, AZ"
GRI,"Grand Island, NE",DFW,"Dallas/Fort Worth, TX"
GRI,"Grand Island, NE",DFW,"Dallas/Fort Worth, TX"
GRI,"Grand Island, NE",OMA,"Omaha, NE"
GRI,"Grand Island, NE",EAR,"Kearney, NE"
GRI,"Grand Island, NE",RNO,"Reno, NV"
GRI,"Grand Island, NE",FSD,"Sioux Falls, SD"
GRI,"Grand Island, NE",YIP,"Detroit, MI"
GRK,"Killeen, TX",IAH,"Houston, TX"
GRK,"Killeen, TX",COS,"Colorado Springs, CO"
GRK,"Killeen, TX",TVC,"Traverse City, MI"
GRK,"Killeen, TX",TVC,"Traverse City, MI"
GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX"
GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX"
GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX"
GRK,"Killeen, TX",TVC,"Traverse City, MI"
GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN"
GRR,"Grand Rapids, MI",LGA,"New York, NY"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN"
GRR,"Grand Rapids, MI",ROC,"Rochester, NY"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",MKE,"Milwaukee, WI"
GRR,"Grand Rapids, MI",PHL,"Philadelphia, PA"
GRR,"Grand Rapids, MI",CLT,"Charlotte, NC"
GRR,"Grand Rapids, MI",PHL,"Philadelphia, PA"
GRR,"Grand Rapids, MI",DCA,"Washington, DC"
GRR,"Grand Rapids, MI",CLT,"Charlotte, NC"
GRR,"Grand Rapids, MI",PHL,"Philadelphia, PA"
GRR,"Grand Rapids, MI",DCA,"Washington, DC"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",ATW,"Appleton, WI"
GRR,"Grand Rapids, MI",ATL,"Atlanta, GA"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",ATL,"Atlanta, GA"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",MSP,"Minneapolis, MN"
GRR,"Grand Rapids, MI",ATL,"Atlanta, GA"
GRR,"Grand Rapids, MI",DTW,"Detroit, MI"
GRR,"Grand Rapids, MI",ATL,"Atlanta, GA"
GRR,"Grand Rapids, MI",LAS,"Las Vegas, NV"
GRR,"Grand Rapids, MI",VPS,"Valparaiso, FL"
GRR,"Grand Rapids, MI",EWR,"Newark, NJ"
GRR,"Grand Rapids, MI",LAS,"Las Vegas, NV"
GRR,"Grand Rapids, MI",AZA,"Phoenix, AZ"
GRR,"Grand Rapids, MI",PDX,"Portland, OR"
GRR,"Grand Rapids, MI",SFB,"Sanford, FL"
GRR,"Grand Rapids, MI",BNA,"Nashville, TN"
GRR,"Grand Rapids, MI",PIE,"St. Petersburg, FL"
GRR,"Grand Rapids, MI",LAX,"Los Angeles, CA"
GRR,"Grand Rapids, MI",BOS,"Boston, MA"
GRR,"Grand Rapids, MI",AUS,"Austin, TX"
GRR,"Grand Rapids, MI",SRQ,"Sarasota/Bradenton, FL"
GRR,"Grand Rapids, MI",SAV,"Savannah, GA"
GRR,"Grand Rapids, MI",PGD,"Punta Gorda, FL"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",IAD,"Washington, DC"
GRR,"Grand Rapids, MI",CLT,"Charlotte, NC"
GRR,"Grand Rapids, MI",DFW,"Dallas/Fort Worth, TX"
GRR,"Grand Rapids, MI",CLT,"Charlotte, NC"
GRR,"Grand Rapids, MI",DFW,"Dallas/Fort Worth, TX"
GRR,"Grand Rapids, MI",CLT,"Charlotte, NC"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",ACT,"Waco, TX"
GRR,"Grand Rapids, MI",DFW,"Dallas/Fort Worth, TX"
GRR,"Grand Rapids, MI",PLN,"Pellston, MI"
GRR,"Grand Rapids, MI",CIU,"Sault Ste. Marie, MI"
GRR,"Grand Rapids, MI",TVC,"Traverse City, MI"
GRR,"Grand Rapids, MI",IND,"Indianapolis, IN"
GRR,"Grand Rapids, MI",MEM,"Memphis, TN"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",MDW,"Chicago, IL"
GRR,"Grand Rapids, MI",MCO,"Orlando, FL"
GRR,"Grand Rapids, MI",TPA,"Tampa, FL"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",BWI,"Baltimore, MD"
GRR,"Grand Rapids, MI",MDW,"Chicago, IL"
GRR,"Grand Rapids, MI",SRQ,"Sarasota/Bradenton, FL"
GRR,"Grand Rapids, MI",RSW,"Fort Myers, FL"
GRR,"Grand Rapids, MI",MCO,"Orlando, FL"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",MDW,"Chicago, IL"
GRR,"Grand Rapids, MI",MCO,"Orlando, FL"
GRR,"Grand Rapids, MI",IFP,"Bullhead City, AZ"
GRR,"Grand Rapids, MI",MBS,"Saginaw/Bay City/Midland, MI"
GRR,"Grand Rapids, MI",SAT,"San Antonio, TX"
GRR,"Grand Rapids, MI",IAH,"Houston, TX"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",MCO,"Orlando, FL"
GRR,"Grand Rapids, MI",MCO,"Orlando, FL"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",MCO,"Orlando, FL"
GRR,"Grand Rapids, MI",EWR,"Newark, NJ"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",DEN,"Denver, CO"
GRR,"Grand Rapids, MI",CLT,"Charlotte, NC"
GRR,"Grand Rapids, MI",DCA,"Washington, DC"
GRR,"Grand Rapids, MI",EWR,"Newark, NJ"
GRR,"Grand Rapids, MI",IAD,"Washington, DC"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GRR,"Grand Rapids, MI",SYR,"Syracuse, NY"
GRR,"Grand Rapids, MI",EWR,"Newark, NJ"
GRR,"Grand Rapids, MI",ORD,"Chicago, IL"
GSO,"Greensboro/High Point, NC",DTW,"Detroit, MI"
GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC"
GSO,"Greensboro/High Point, NC",RDU,"Raleigh/Durham, NC"
GSO,"Greensboro/High Point, NC",PHL,"Philadelphia, PA"
GSO,"Greensboro/High Point, NC",LGA,"New York, NY"
GSO,"Greensboro/High Point, NC",ATL,"Atlanta, GA"
GSO,"Greensboro/High Point, NC",DTW,"Detroit, MI"
GSO,"Greensboro/High Point, NC",EWR,"Newark, NJ"
GSO,"Greensboro/High Point, NC",ORD,"Chicago, IL"
GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC"
GSO,"Greensboro/High Point, NC",PHL,"Philadelphia, PA"
GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC"
GSO,"Greensboro/High Point, NC",PHL,"Philadelphia, PA"
GSO,"Greensboro/High Point, NC",DCA,"Washington, DC"
GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC"
GSO,"Greensboro/High Point, NC",PHL,"Philadelphia, PA"
GSO,"Greensboro/High Point, NC",DCA,"Washington, DC"
GSO,"Greensboro/High Point, NC",ATL,"Atlanta, GA"
